,ID,Name,Position,Overall,Potential,BS,IR,PAC,SHO,PAS,DRI,DEF,PHY,Value,Wage,TotalStats
1861,165735,B. Jones,GK,75,75,422,1,75,69,69,75,54,80,€900K,€17K,1171
1862,198504,J. Drmić,ST RM,75,78,399,2,76,75,67,73,38,70,€8.5M,€26K,1891
1863,233064,M. Mount,CAM CM,75,86,386,1,73,67,74,77,44,51,€11M,€37K,1839
1864,49000,A. McGregor,GK,75,75,402,2,74,72,66,79,37,74,€900K,€22K,1258
1865,190824,O. Elabdellaoui,RB,75,76,426,1,82,55,71,76,69,73,€6.5M,€1K,1988
1866,210537,R. Steffen,RW LM,75,75,413,1,86,71,72,77,41,66,€7M,€41K,1966
1867,213353,K. Kanga,CAM CM,75,75,410,1,75,69,74,78,49,65,€7M,€1K,1954
1868,193897,J. Ananidze,CAM LW,75,78,382,2,75,71,74,77,39,46,€8.5M,€1K,1880
1869,194665,S. Ilsanker,CDM CB RB,75,75,380,1,59,53,57,52,77,82,€5M,€40K,1758
1870,216939,A. Blake,GK,75,78,412,1,78,69,67,83,46,69,€5.5M,€6K,1148
1871,230507,Nicholas Aldair,ST,75,75,397,1,69,75,68,71,38,76,€7.5M,€29K,1877
1872,235883,R. Sessegnon,LW LB LM,75,87,425,1,86,68,68,76,65,62,€11M,€27K,1934
1873,230252,Jorginhson,CDM CM CAM,75,75,417,1,72,57,68,75,76,69,€6M,€13K,1942
1874,239212,Carlitos,ST,75,75,399,1,84,73,68,78,26,70,€7M,€12K,1903
1875,178284,L. Nguyen,CAM CM ST,75,75,395,1,71,71,73,75,44,61,€6M,€9K,1876
1876,240493,A. Paschalakis,GK,75,76,411,1,80,66,64,81,50,70,€5.5M,€1K,1188
1877,202350,Fabrício,ST LW,75,75,398,1,67,76,66,77,36,76,€7M,€15K,1936
1878,226414,M. Coco,LM RM,75,81,401,2,86,69,69,77,41,59,€9M,€19K,1827
1879,197231,K. Babacar,ST,75,77,379,2,73,73,55,72,35,71,€8.5M,€45K,1785
1880,214639,Postigo,CB,75,75,369,1,62,43,54,58,75,77,€5M,€21K,1678
1881,230767,Renato Sanches,CM,75,84,447,3,78,72,69,77,70,81,€10M,€41K,2102
1882,190576,M. Caruzzo,CB,75,75,345,1,49,35,59,48,74,80,€2.7M,€15K,1677
1883,235634,G. Konan,LB,75,81,417,1,82,48,67,77,70,73,€7.5M,€14K,1912
1884,224883,S. Mounié,ST,75,82,386,1,68,72,61,65,42,78,€9.5M,€40K,1830
1885,234612,J. Ikoné,CAM RM,75,84,393,1,89,66,68,81,32,57,€10.5M,€21K,1793
1886,209781,P. Capelle,LWB CM LM,75,75,437,1,75,72,75,76,68,71,€4.4M,€20K,2089
1887,230005,T. Davies,CM CAM CDM,75,84,415,1,67,62,73,76,65,72,€10M,€54K,1927
1888,177525,N. Dirar,RM,75,75,418,2,79,65,71,76,53,74,€5M,€53K,1941
1889,198006,J. Toornstra,CAM CM,75,75,422,1,66,76,75,72,59,74,€6.5M,€14K,2008
1890,207734,Paulinho,CAM CM RM,75,82,362,1,70,67,73,75,31,46,€9.5M,€9K,1797
1892,209782,S. Larsson,LW,75,77,398,1,74,71,72,81,38,62,€8M,€14K,1871
1893,225144,P. Tau,ST RW LW CAM,75,81,384,1,77,77,72,80,35,43,€0,€0,1837
1894,236920,J. Kluivert,LW RW,75,86,409,1,89,72,67,80,37,64,€11M,€28K,1877
1895,171896,H. Ayala,CB,75,75,382,1,62,55,60,57,76,72,€4.5M,€42K,1777
1896,211321,M. Konaté,ST,75,79,372,1,84,71,54,74,23,66,€8.5M,€19K,1711
1897,164985,C. Théréau,LW CF,75,75,397,2,67,77,72,77,37,67,€2.9M,€38K,1876
1898,213114,D. Rolán,ST LM RM,75,78,403,2,76,73,71,75,42,66,€8.5M,€11K,1918
1899,225403,I. Kahveci,CAM CM LM,75,80,412,1,77,66,73,77,52,67,€9M,€21K,1949
1900,222844,Walace,CDM CM,75,81,415,1,67,67,68,69,70,74,€8M,€24K,1936
1901,222077,M. Locatelli,CDM,75,83,417,1,64,63,73,73,74,70,€8.5M,€43K,1957
1902,177533,Manuel da Costa,CB CDM,75,75,356,2,57,44,51,52,74,78,€3.8M,€22K,1635
1903,221310,A. Roa,LM CAM,75,78,400,1,80,60,73,78,49,60,€8.5M,€4K,1867
1904,184190,R. Thomas,CB,75,75,335,2,52,33,54,47,76,73,€4.9M,€20K,1587
1905,194174,Keko,RM,75,75,402,2,73,68,75,75,50,61,€7M,€11K,1903
1906,200831,A. El Khayati,CAM CM,75,75,404,1,73,74,73,76,38,70,€6.5M,€11K,1914
1907,210047,F. Schär,CB,75,78,406,2,55,65,70,66,75,75,€7M,€38K,1986
1908,219777,Chema Rodríguez,CB,75,78,396,1,69,59,58,61,74,75,€7M,€20K,1837
1909,170369,G. dos Santos,CF CAM ST,75,75,393,3,84,73,73,79,33,51,€6.5M,€10K,1877
1910,202882,T. Bifouma,RM ST,75,76,405,1,94,71,63,78,29,70,€8M,€21K,1842
1911,230274,Dani Rochelinhas,CAM CM,75,75,380,1,76,63,72,76,34,59,€7M,€17K,1815
1912,217731,Sandro,ST LM,75,81,382,2,71,77,63,78,30,63,€9.5M,€69K,1858
1913,178051,L. Deaux,CDM CM,75,75,399,2,58,54,68,66,72,81,€5M,€21K,1832
1914,194947,J. Vuković,CB,75,75,350,1,44,46,56,50,75,79,€4.9M,€1K,1662
1915,132740,J. Hansen,GK,75,75,412,1,75,70,74,77,42,74,€3.4M,€16K,1284
1916,216452,Gonçalo Paciência,ST,75,82,379,1,64,76,54,77,30,78,€9.5M,€29K,1799
1917,229764,Córdoba,LW,75,83,423,1,83,69,69,79,57,66,€10M,€18K,1927
1918,190854,P. Pekarík,RB,75,75,390,2,73,37,65,74,75,66,€4.4M,€23K,1815
1919,198023,Ximo Navarro,CB RB,75,75,406,1,75,47,66,68,73,77,€5.5M,€21K,1901
1920,179591,Pablo Hernández,RM CAM LM,75,75,401,2,71,73,75,76,46,60,€4M,€40K,1953
1921,192904,G. Kashia,CB,75,75,354,1,55,27,60,59,74,79,€4.9M,€8K,1646
1922,223113,K. Piątek,ST,75,81,375,1,75,73,53,69,37,68,€9.5M,€16K,1716
1923,165769,Cássio,GK,75,75,405,1,77,74,68,76,37,73,€450K,€10K,1165
1924,172425,S. Bamba,CB,75,75,334,1,54,28,44,56,75,77,€2.7M,€38K,1449
1925,176009,S. Kums,CM CDM,75,75,415,2,63,65,76,75,70,66,€6M,€19K,2025
1926,224394,Fábio Martins,LM,75,78,413,1,76,73,71,81,46,66,€8.5M,€12K,1985
1927,188042,M. Suárez,CAM ST,75,75,370,2,68,72,72,76,29,53,€6.5M,€15K,1781
1928,209547,S. Mitrović,CB,75,76,336,1,47,34,49,54,77,75,€6M,€18K,1566
1929,164491,D. Aogo,CDM LWB LB,75,75,424,2,73,56,75,73,73,74,€4.5M,€28K,2039
1930,210828,B. Engels,CB,75,82,369,2,60,44,61,56,74,74,€8M,€14K,1666
1931,213388,F. Tait,LW LM CM,75,78,384,1,74,68,75,77,33,57,€8.5M,€23K,1823
1932,238476,D. Zagadou,CB LB,75,84,350,1,61,32,54,51,75,77,€8.5M,€16K,1559
1933,188556,M. Diamé,CM,75,75,435,2,68,71,68,74,75,79,€5.5M,€42K,2036
1934,205966,A. Younes,LW,75,76,387,2,79,58,69,86,37,58,€8M,€47K,1820
1935,210831,B. Verstraete,CDM CM,75,80,418,1,72,57,70,68,72,79,€7.5M,€16K,2020
1936,211856,K. Akpoguma,CB,75,81,384,1,74,48,54,60,76,72,€8M,€24K,1709
1937,46736,E. Moretti,CB,75,75,318,2,40,32,50,55,79,62,€900K,€24K,1573
1938,208017,I. Santini,ST,75,75,371,1,52,77,55,63,40,84,€6.5M,€22K,1761
1939,193425,H. Behrens,CM CDM,75,75,432,1,68,71,65,70,76,82,€6.5M,€24K,2014
1940,215698,M. Maignan,GK,75,83,414,1,75,72,72,76,43,76,€7.5M,€18K,1207
1941,192146,V. Ignatiev,RB RM LM,75,75,431,1,81,64,73,73,73,67,€4.4M,€1K,2019
1942,208787,A. Thomasson,CAM LM,75,77,412,1,71,70,74,75,62,60,€8M,€16K,1980
1943,212883,D. Amartey,RB CDM CM,75,79,422,1,72,58,65,69,75,83,€7M,€43K,1948
1944,152211,R. Özcan,GK,75,75,417,1,73,71,71,75,51,76,€2.7M,€36K,1169
1945,203668,A. Donnarumma,ST,75,75,386,1,84,74,59,73,33,63,€7M,€6K,1810
1946,199829,Timor,CDM CM CB,75,75,399,1,54,60,75,65,69,76,€5.5M,€11K,1959
1947,211093,C. McGregor,CDM CAM LM LB,75,78,441,1,80,68,72,77,69,75,€7M,€40K,2027
1948,219797,R. Martínez,ST,75,81,397,1,81,72,62,75,35,72,€9.5M,€50K,1821
1949,244373,V. Buyalskyi,CM CAM CDM,75,80,400,1,71,67,70,76,67,49,€8.5M,€1K,1888
1950,184469,H. Arter,CM CDM,75,75,415,1,61,70,73,71,67,73,€6.5M,€55K,1991
1951,208534,A. Mawson,CB,75,84,355,1,58,41,50,58,75,73,€9M,€38K,1590
1953,227222,F. Guilbert,RB RM RWB,75,82,401,1,73,47,66,67,74,74,€8M,€17K,1862
1954,202135,S. Sturaro,CM,75,78,442,2,74,67,72,75,76,78,€8M,€71K,2088
1955,208535,A. Duncan,CM,75,80,433,2,74,62,72,72,76,77,€8.5M,€42K,2023
1956,215703,Marlon,CB,75,82,384,1,67,44,59,66,74,74,€8M,€34K,1770
1957,187800,M. Isla,RB CM,75,75,423,2,77,54,73,75,72,72,€4.8M,€48K,2020
1958,225945,Thiago Maia,CDM CM,75,82,412,1,70,57,68,70,73,74,€8M,€19K,1928
1959,230042,Y. Aït Bennasser,CM CDM,75,83,417,1,74,62,72,77,65,67,€10M,€39K,1933
1960,176794,O. Toivonen,ST CAM CF,75,75,388,2,50,76,75,72,41,74,€6M,€11K,1889
1961,189338,J. Urretaviscaya,RW RM,75,75,398,1,85,70,72,75,34,62,€6.5M,€46K,1873
1962,194203,N. Tomović,CB RB,75,75,380,2,68,38,59,65,75,75,€4.9M,€15K,1763
1963,225182,J. Barrera,CAM RM,75,84,393,1,81,65,74,76,42,55,€10.5M,€4K,1855
1964,183966,F. Roncaglia,CB RB LB,75,75,396,2,64,53,68,64,76,71,€4.5M,€20K,1893
1965,215199,R. Botta,LM RM CAM,75,75,395,1,78,71,73,77,31,65,€6.5M,€21K,1838
1966,225439,R. Mandragora,CM CDM,75,85,417,1,61,61,72,75,74,74,€10.5M,€18K,1980
1967,191648,M. Yoshida,CB,75,75,362,1,60,41,51,63,75,72,€5M,€40K,1713
1968,193440,N. Viergever,CB LB,75,75,397,1,70,49,60,65,75,78,€5.5M,€15K,1837
1969,198817,R. Amalfitano,CM CDM,75,75,398,1,65,60,71,73,69,60,€6.5M,€15K,1875
1970,211361,D. Cataldi,CM CDM,75,79,424,2,71,69,75,74,68,67,€8.5M,€35K,1991
1971,209827,J. Fernandes,LM RM CF ST,75,75,409,1,79,74,69,77,35,75,€6.5M,€15K,1896
1972,241827,Martín,RB,75,80,378,1,74,34,62,69,74,65,€7.5M,€17K,1708
1973,194979,Tiago Pinto,LB,75,75,427,1,82,60,71,76,69,69,€4.8M,€19K,2021
1974,211108,Fernandinho,RM CAM,75,78,413,1,80,69,67,77,51,69,€8.5M,€10K,1934
1975,214692,C. Cueva,LM CAM RM,75,75,392,1,83,67,71,77,41,53,€0,€0,1849
1976,232869,G. Shoji,CB,75,80,380,1,81,41,51,53,75,79,€7.5M,€11K,1700
1977,138918,L. Rigoni,CM CDM,75,75,420,2,68,67,72,70,71,72,€3.9M,€37K,1974
1978,205478,M. Krmenčík,ST,75,80,376,1,74,72,57,69,27,77,€9M,€1K,1737
1979,216742,M. Mevlja,CB,75,77,378,1,70,38,61,58,77,74,€0,€0,1738
1980,169638,C. Daniels,LB LWB,75,75,420,1,71,61,72,74,73,69,€4.4M,€49K,2017
1981,202151,K. Stafylidis,LB LWB,75,79,429,1,78,64,68,73,72,74,€7M,€18K,2025
1982,211879,J. Haberer,CM CAM LM RM,75,78,403,1,64,64,72,76,58,69,€8.5M,€20K,1921
1983,226215,Sabin Merino,LW ST RW,75,76,409,1,74,73,70,75,56,61,€8M,€23K,1899
1984,202408,A. Flint,CB,75,76,338,1,49,49,43,42,73,82,€6M,€47K,1548
1985,225193,Merino,CM CDM LM,75,84,413,1,62,64,72,74,69,72,€10M,€22K,1964
1986,176553,S. Missiroli,CM,75,75,408,2,66,65,73,71,68,65,€5M,€15K,1928
1987,202410,Serantes,GK,75,77,434,1,80,72,74,76,61,71,€5.5M,€21K,1272
1988,229034,V. Guzmán,CM CAM CDM,75,80,430,1,76,71,72,73,69,69,€9M,€24K,2036
1989,178090,D. Biseswar,CAM LM,75,75,388,1,73,69,73,78,33,62,€6.5M,€1K,1835
1990,214955,E. Mas,LB,75,75,430,1,79,61,67,72,72,79,€5M,€21K,2015
1991,179884,Nuno Pinto,LB,75,75,413,1,74,56,70,74,71,68,€4.4M,€7K,1978
1992,216749,Carlos Mané,RW LW,75,81,392,1,84,72,68,79,41,48,€9M,€12K,1897
1993,229037,Borja Valle,ST LM,75,78,402,1,74,76,68,75,46,63,€8.5M,€11K,1878
1994,168621,Zeca,CM,75,75,433,1,76,61,71,73,74,78,€6.5M,€21K,2021
1995,189357,C. Toselli,GK,75,75,421,1,75,74,71,76,49,76,€4.3M,€4K,1328
1996,200110,M. Bizot,GK,75,78,407,1,79,72,63,76,46,71,€5.5M,€11K,1213
1997,207790,K. Ayhan,CB CDM,75,79,405,1,66,53,71,66,74,75,€7.5M,€22K,1961
1998,210862,Ricardo Ferreira,CB,75,79,325,1,50,32,46,50,78,69,€7M,€12K,1533
1999,183982,N. Roux,ST LM,75,75,390,2,71,74,65,73,38,69,€6.5M,€24K,1861
2000,212911,Hernâni,RM LM,75,75,389,2,92,66,67,79,29,56,€7M,€13K,1793
2001,220337,J. Alonso,CB LB,75,80,404,1,70,54,62,65,72,81,€7.5M,€25K,1839
2002,230065,S. Serdar,CM CDM CAM,75,82,422,1,70,62,69,75,70,76,€9.5M,€20K,1931
2003,188337,M. Wakaso,CM LM RM,75,75,452,1,87,65,72,77,72,79,€7M,€22K,2108
2004,245682,K. Traoré,CAM CM,75,75,380,1,76,63,72,76,34,59,€0,€0,1815
2005,206003,Y. Mvogo,GK,75,80,411,1,79,73,70,78,42,69,€6.5M,€25K,1238
2006,230323,Kaíquão Castro,GK,75,75,395,1,77,76,61,73,36,72,€2.7M,€20K,1113
2007,245683,K. Fofana,ST,75,75,397,1,69,75,68,71,38,76,€0,€0,1877
2008,211124,P. Hurtado,CAM,75,75,403,1,82,72,72,75,44,58,€7M,€18K,1919
2009,214196,D. Bocanegra,RB CB CM,75,75,412,1,72,55,68,65,74,78,€4.4M,€6K,1946
2010,227508,Melero,CDM CM CAM,75,81,417,1,61,72,70,71,74,69,€8M,€17K,2003
2011,194996,Borja Bastón,ST,75,78,377,2,57,75,61,67,41,76,€8.5M,€29K,1750
2012,198581,O. Murillo,CB,75,75,365,1,69,39,55,51,74,77,€4.9M,€25K,1643
2014,202934,O. Onazi,CDM CM,75,78,434,1,80,64,71,76,71,72,€7M,€25K,2047
2015,209846,C. Günter,LB LWB,75,76,414,2,81,48,65,70,71,79,€6.5M,€20K,1893
2016,211382,I. Amadou,CDM CB,75,80,405,2,71,51,63,66,74,80,€7.5M,€14K,1831
2017,222390,Unai López,CM LM RM CDM,75,82,421,1,73,69,74,76,64,65,€9M,€19K,2002
2018,231352,T. Abraham,ST,75,85,373,1,77,73,55,69,31,68,€11M,€64K,1692
2019,213689,B. Pearson,CDM,75,81,409,1,70,50,62,70,72,85,€8M,€12K,1874
2020,158905,P. Schwegler,CDM CM,75,75,396,2,40,67,75,73,75,66,€4.5M,€28K,1993
2021,211899,F. Niederlechner,ST,75,75,387,1,72,77,57,69,35,77,€7M,€25K,1814
2022,142780,G. Rodríguez,CB,75,75,381,2,65,48,57,61,74,76,€2M,€18K,1777
2023,161468,P. Guiñazú,CDM CM,75,75,404,1,60,54,70,65,73,82,€450K,€10K,1876
2024,220093,H. Hateboer,RM RB,75,80,428,1,79,59,69,74,72,75,€9M,€22K,1933
2025,215998,I. Fernández,CM CAM,75,75,429,1,75,69,75,76,62,72,€6.5M,€23K,1981
2026,231102,L. Blas,RM CDM,75,84,417,1,77,69,73,78,58,62,€10.5M,€16K,1974
2027,235454,M. Sarr,CB LB,75,84,405,1,73,47,68,66,74,77,€8.5M,€11K,1876
2028,193470,A. Souquet,RB CB,75,76,419,2,77,55,70,74,73,70,€6.5M,€19K,1927
2029,146111,Mikel Rico,CM,75,75,396,1,46,65,70,66,73,76,€3.9M,€21K,1944
2030,124607,S. İnan,CM CDM,75,75,403,2,50,72,80,72,65,64,€3.9M,€47K,1984
2031,149184,C. Maggio,RB,75,75,432,2,70,69,70,73,73,77,€775K,€4K,2055
2032,196801,Mexer,CB,75,75,379,2,60,48,57,63,74,77,€5M,€28K,1767
2033,149185,F. Magnanelli,CDM,75,75,401,2,66,56,68,63,76,72,€2.7M,€40K,1896
2034,219841,J. Figal,CB RB,75,81,399,1,72,45,62,71,74,75,€8M,€15K,1795
2035,207554,V. Claesson,CAM LM CM,75,76,400,1,73,72,71,72,42,70,€0,€0,1868
2036,207555,F. Helander,CB,75,77,335,1,49,33,44,54,78,77,€7M,€25K,1557
2037,211907,J. Gondorf,CM CDM,75,75,432,2,69,66,74,74,68,81,€6M,€23K,2062
2038,210372,R. Ghezzal,RM RW,75,76,382,2,72,70,74,78,28,60,€8M,€54K,1825
2039,213956,Adama,RW RM,75,85,405,1,96,61,63,85,25,75,€10.5M,€54K,1772
2040,222148,O. Duda,CAM CM,75,82,402,1,68,70,72,78,51,63,€9.5M,€22K,1913
2041,224196,R. Bensebaini,LB CB,75,79,404,2,68,48,66,69,74,79,€7M,€23K,1867
2042,212933,L. Depoitre,ST,75,75,373,1,54,73,59,63,43,81,€6.5M,€47K,1729
2043,241095,N. Vlašić,RM CAM,75,84,411,1,79,69,71,79,47,66,€10.5M,€1K,1886
2044,188103,Rochina,RM CAM CM,75,75,421,1,73,75,74,77,52,70,€7M,€22K,1981
2045,201417,M. Doherty,RWB,75,78,425,1,76,61,69,73,69,77,€7M,€52K,1964
2046,204233,C. Musonda,RW LW,75,85,369,1,84,65,70,82,24,44,€11M,€64K,1694
2047,210377,João Teixeira,CAM LM,75,78,380,1,72,65,70,76,37,60,€8.5M,€10K,1771
2048,165321,S. Ward,LB,75,75,412,2,61,60,69,71,76,75,€3.7M,€42K,1983
2049,217546,Sequeira,LB,75,75,412,1,70,58,66,70,74,74,€5.5M,€13K,1948
2050,221130,Y. Cardinale,GK,75,78,420,2,76,72,75,78,46,73,€6M,€18K,1262
2051,135883,S. Francis,CB RB,75,75,376,1,52,44,68,66,75,71,€2.7M,€49K,1788
2052,230348,Lafortiscinho,LB,75,75,418,1,82,53,67,72,74,70,€5.5M,€20K,1982
2053,188876,M. Valdifiori,CDM CM,75,75,395,2,53,56,80,72,69,65,€3.8M,€13K,1916
2054,190156,Rubén Pérez,CDM CM,75,75,384,1,49,56,69,66,68,76,€5M,€26K,1853
2055,197837,D. Boyata,CB,75,77,363,1,69,30,49,59,72,84,€6.5M,€42K,1623
2056,198861,N. Mendy,CDM CM,75,77,413,1,69,55,71,74,72,72,€6.5M,€50K,1973
2057,202445,Rodrigo Ely,CB,75,79,342,1,63,29,43,53,75,79,€7.5M,€17K,1517
2058,217805,A. Martín Arias,GK,75,80,426,1,81,68,76,77,51,73,€6.5M,€11K,1204
2059,228302,Pedraza,LM LB,75,80,419,1,82,71,69,76,53,68,€9M,€24K,1904
2060,184271,Y. Sankharé,CM,75,75,429,2,64,70,72,72,72,79,€6.5M,€37K,2013
2061,182736,Ricardo,GK,75,75,397,1,78,74,63,74,33,75,€1.6M,€5K,1114
2062,3281,Tarantini,CM CDM,75,75,406,1,52,69,72,70,72,71,€3.2M,€10K,1955
2063,204497,K. Stöger,CAM CM LM,75,79,385,1,70,67,75,76,35,62,€8.5M,€24K,1831
2064,210897,C. Mbemba,CB LB,75,80,395,1,73,54,53,65,73,77,€7.5M,€10K,1765
2065,175314,K. McDonald,CDM CM,75,75,393,1,49,59,71,67,72,75,€5M,€46K,1852
2066,208339,O. Niasse,ST,75,75,379,1,75,75,56,73,29,71,€7M,€82K,1771
2067,215251,G. Herrera,GK,75,78,417,1,74,73,70,77,49,74,€6M,€12K,1183
2068,190931,E. Zukanović,CB,75,75,374,2,57,49,64,54,75,75,€4.5M,€15K,1809
2069,236245,A. Elis,RM RW ST,75,82,404,1,90,71,64,77,30,72,€9.5M,€8K,1838
2070,174549,M. Fernández,CM CAM,75,75,414,2,73,69,77,78,58,59,€5M,€14K,1989
2071,213974,D. Rodríguez,CDM CM,75,75,399,1,62,58,65,65,76,73,€5.5M,€20K,1932
2072,183766,B. Koné,CB,75,75,353,2,61,41,50,50,76,75,€4.9M,€19K,1686
2073,199383,T. Klose,CB,75,75,324,1,43,38,54,37,76,76,€4.9M,€25K,1541
2075,201943,A. Cornelius,ST,75,79,383,2,68,73,55,67,39,81,€8.5M,€26K,1748
2076,211927,Kwon Chang Hoon,RM CM,75,79,410,1,74,72,74,77,52,61,€8.5M,€13K,1957
2077,215256,R. Saravia,RB,75,77,411,1,89,40,60,74,71,77,€6.5M,€17K,1885
2078,220633,D. Gray,LM CF,75,82,393,1,87,69,67,82,30,58,€9.5M,€47K,1789
2079,234201,Tchê Tchê,CM CDM,75,78,424,1,80,67,73,77,69,58,€8M,€1K,1996
2080,195033,M. Leckie,RM LM RW,75,75,428,2,90,69,66,75,55,73,€7M,€25K,1967
2081,214491,L. Quiñones,LM,75,75,400,1,92,70,67,76,33,62,€7M,€46K,1801
2082,192476,Fontàs,CB,75,76,350,1,31,48,67,60,74,70,€6M,€8K,1705
2083,169181,K. Vermeer,GK,75,75,424,2,78,65,68,80,57,76,€3.8M,€10K,1334
2084,235997,Fran Beltrán,CDM CM,75,83,413,1,72,53,72,75,75,66,€8M,€8K,1942
2085,172768,A. Surman,CM CDM,75,75,400,1,56,65,76,70,65,68,€5.5M,€53K,1938
2086,198113,M. Höger,CM CDM,75,75,418,2,52,69,72,71,74,80,€6.5M,€21K,2046
2087,157665,S. Dann,CB,75,75,318,2,35,40,48,48,77,70,€4.5M,€42K,1516
2088,244193,Jovane Cabral,LW RW,75,87,405,1,86,68,69,80,35,67,€12M,€11K,1896
2089,180706,C. Cathcart,CB RB,75,75,336,1,44,37,55,53,76,71,€5M,€44K,1588
2090,220132,Zaldúa,RB,75,78,366,1,69,34,62,61,75,65,€7M,€23K,1725
2091,194020,Pelé,CDM CM,75,77,407,1,61,60,69,68,73,76,€6.5M,€48K,1964
2092,184037,M. Kelly,CB RB,75,76,360,2,49,44,60,61,75,71,€6M,€44K,1710
2093,189157,Y. Bolasie,LW LM ST,75,75,403,2,82,68,69,79,32,73,€6.5M,€82K,1835
2094,215270,L. Zelarayán,CAM CM,75,77,402,1,76,67,74,78,45,62,€8M,€46K,1921
2095,158438,Gelson Fernandes,CDM CM,75,75,406,2,63,56,67,66,73,81,€4.5M,€28K,1920
2096,187366,D. Glushakov,CDM CM,75,75,436,1,70,74,73,74,71,74,€4.5M,€1K,2065
2097,221671,Lee Jae Sung,CAM,75,78,415,2,68,68,74,73,56,76,€8.5M,€13K,1934
2098,212456,A. Hurtado,ST LW RW,75,75,427,2,91,72,68,79,47,70,€6M,€44K,1982
2099,162280,A. Mierzejewski,CAM CF,75,75,413,2,72,74,73,76,45,73,€6M,€12K,1973
2100,226537,V. Janssen,ST,75,78,367,2,61,76,57,69,32,72,€8.5M,€64K,1747
2101,196073,E. Paredes,ST,75,75,389,2,66,76,68,73,34,72,€2.4M,€7K,1867
2102,215018,B. Alemán,CAM LM CM ST,75,75,436,1,79,72,73,75,66,71,€6.5M,€29K,2047
2103,234986,P. Retsos,CB RB LB,75,85,371,1,72,35,59,56,75,74,€9M,€19K,1669
2104,237034,J. Hernández,ST RM LM CF,75,82,397,1,85,74,62,70,38,68,€9M,€26K,1819
2105,204523,Rubén Pardo,CM CAM CDM,75,78,401,2,65,68,74,75,62,57,€8M,€24K,1917
2106,215531,D. Türüç,CAM RM,75,79,422,1,75,68,78,76,56,69,€8.5M,€14K,2023
2107,223724,S. Lainer,RB,75,78,427,1,85,64,65,68,68,77,€7M,€29K,1954
2108,230381,Kaimo Lima,CB CDM LB,75,75,423,1,77,63,69,68,75,71,€2M,€24K,1972
2109,188397,R. Rodelin,ST CAM,75,75,401,1,68,73,72,74,43,71,€7M,€25K,1909
2110,157678,L. Ciman,CB,75,75,406,1,64,57,70,67,75,73,€3.8M,€13K,1968
2111,177390,H. Medunjanin,CM CDM,75,75,417,2,61,72,75,74,63,72,€3.9M,€9K,1979
2112,192238,José Cañas,CDM CM,75,75,367,1,53,45,66,57,72,74,€4.5M,€1K,1763
2113,199151,J. Iturbe,RW RM,75,78,390,2,90,69,67,79,29,56,€8.5M,€22K,1843
2114,177392,D. Mbokani,ST,75,75,386,2,70,71,59,71,38,77,€5.5M,€14K,1810
2115,237297,Y. Osorio,CB,75,83,335,1,56,31,44,50,73,81,€8.5M,€10K,1535
2116,182001,Titi,CB,75,75,322,1,34,39,44,53,77,75,€4.9M,€22K,1603
2117,210930,Carles Gil,RM CAM,75,76,382,2,67,68,75,78,39,55,€8M,€10K,1831
2118,192242,P. Lasne,CM CDM LM RM,75,75,436,1,69,73,74,73,72,75,€6.5M,€25K,2037
2119,225523,Lekue,RB LW LB RW,75,78,439,1,87,64,71,75,69,73,€7M,€19K,2011
2120,218868,A. Silva,RW CM,75,75,437,1,84,65,73,78,67,70,€6.5M,€10K,2063
2121,236276,A. Danjuma Groeneveld,LM RM ST,75,84,411,1,84,72,68,78,42,67,€10.5M,€16K,1847
2122,237556,C. Luyindama,CB CDM,75,80,367,1,73,37,50,51,72,84,€7.5M,€13K,1612
2123,199669,L. González Pirez,CB,75,78,403,1,74,48,63,66,74,78,€7M,€8K,1856
2124,199158,Sergio Álvarez,CDM CM,75,78,420,1,69,66,68,68,70,79,€7M,€20K,1976
2125,200438,Guilherme,RM CAM,75,75,419,1,92,66,69,77,51,64,€7M,€6K,1961
2126,215798,M. Cornet,RW LW RM ST,75,80,410,1,87,75,67,75,36,70,€9M,€41K,1913
2127,211703,M. Schnatterer,RM LM,75,75,398,1,75,76,77,72,35,63,€5M,€14K,1892
2128,237303,O. Kharbin,ST,75,80,390,1,81,75,57,73,36,68,€9M,€33K,1820
2129,229624,Sergi Guardiola,ST,75,76,367,1,61,77,57,76,30,66,€8M,€11K,1734
2130,229880,A. Wan-Bissaka,RB,75,84,410,1,88,47,60,72,75,68,€9M,€30K,1846
2131,236792,T. Souček,CDM,75,83,399,1,65,57,65,61,75,76,€8.5M,€1K,1833
2132,202746,T. Serero,CM CDM,75,75,400,1,80,50,68,78,67,57,€6.5M,€15K,1876
2133,200443,B. Douglas,LB LWB,75,75,423,1,76,64,75,69,70,69,€5.5M,€38K,2040
2134,206075,S. Johnstone,GK,75,80,410,1,76,74,70,77,40,73,€6.5M,€23K,1200
2136,212476,Medrán,CM CDM CAM,75,81,399,1,62,68,77,73,63,56,€9M,€26K,1953
2137,156412,J. Corona,GK,75,75,407,2,72,77,68,73,39,78,€450K,€12K,1166
2138,197117,I. Fetfatzidis,RM RW CAM,75,75,383,2,83,63,73,80,31,53,€7M,€1K,1786
2139,214781,S. Romero,ST RM,75,75,392,1,73,74,67,74,38,66,€6.5M,€22K,1854
2140,177149,B. Jokič,LWB LB,75,75,420,1,79,56,69,68,70,78,€0,€0,1986
